show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,platform
s958,movie,i'll be home for christmas,Arlene Sanford,"Jonathan Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon, Lauren Maltby","United States, Canada",2019-11-12,1998,PG,87 min,"Action-Adventure, Comedy, Coming of Age",A jokester zooms home for Christmas with a prize in mind – his dad's car!,2019.0,11.0,Netflix
s961,movie,inner workings,Leo Matsuda,"Este Haim, Tucker Gilmore, Raymond Persi, Terri Douglas",United States,2019-11-12,2016,G,6 min,"Animation, Comedy, Family",The tug-of-war between Paul’s head and his heart.,2019.0,11.0,Netflix
s1021,movie,lilo & stitch,"Christopher Sanders, Dean DeBlois","Daveigh Chase, Christopher Sanders, Tia Carrere, David Ogden Stiers, Kevin McDonald, Ving Rhames",United States,2019-11-12,2002,TV-PG,86 min,"Action-Adventure, Animation, Family",A little girl adopts a wanted alien wreaking havoc on the Hawaiian Islands.,2019.0,11.0,Netflix
s139,movie,beverly hills chihuahua 3: viva la fiesta!,Lev L. Spiro,"George Lopez, Odette Annable, Ernie Hudson, Miguel Ferrer, Kay Panabaker, Tom Kenny",United States,2021-08-06,2012,G,92 min,"Comedy, Coming of Age, Family","""Papi plans a """"Quince"""" for the littlest member of his pack.""",2021.0,8.0,Netflix
s1173,movie,ruby bridges,Euzhan Palcy,"Penelope Miller, Kevin Pollak, Michael Beach, Jean Kelly, Peter James, Patrika Darbo",United States,2019-11-12,1998,TV-PG,90 min,"Biographical, Drama, Historical",A little girl becomes the first African-American to integrate her school.,2019.0,11.0,Netflix
s1333,movie,the santa clause 3: the escape clause,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd","United States, Canada",2019-11-12,2006,G,94 min,"Comedy, Family, Fantasy",The holidays take a chaotic turn when Jack Frost puts a freeze on Christmas.,2019.0,11.0,Netflix
s32,movie,shang-chi and the legend of the ten rings,Destin Daniel Cretton,"Simu Liu, Awkwafina, Tony Leung, Michelle Yeoh, Meng'er Zhang, Ben Kingsley","United States, Australia",2021-11-12,2021,PG-13,134 min,"Action-Adventure, Fantasy, Superhero","Shang-Chi must confront his father, leader of the Ten Rings organization.",2021.0,11.0,Netflix
s132,movie,x-men,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden",United States,2021-08-13,2000,PG-13,105 min,"Action-Adventure, Family, Science Fiction","The X-Men, a small band of outcast mutants, fight to save a world that hates and fears them.",2021.0,8.0,Netflix
s259,movie,ewoks: the battle for endor,"Jim Wheat, Ken Wheat","Wilford Brimley, Warwick Davis, Aubree Miller, Siân Phillips, Carel Struycken, Niki Botelho",United States,2021-04-02,1985,TV-PG,97 min,"Action-Adventure, Fantasy, Science Fiction",The adventures of the Ewoks continue as Wicket and friends confront the evil Marauders.,2021.0,4.0,Netflix
s645,movie,aladdin (2019),Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad",United States,2020-01-08,2019,PG,135 min,"Action-Adventure, Family, Fantasy",From Disney comes the thrilling live-action adaptation of Aladdin.,2020.0,1.0,Netflix
s1065,movie,mary poppins,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Karen Dotrice",United States,2019-11-12,1964,G,142 min,"Family, Fantasy, Musical",A magical nanny reconnects a father and mother with their two children.,2019.0,11.0,Netflix
s1302,movie,the living desert,James Algar,Winston Hibler,United States,2019-11-12,1953,G,69 min,"Animals & Nature, Documentary, Family",The desert teems with vitality in this true-life adventure.,2019.0,11.0,Netflix
s325,movie,mega hammerhead,"Brandon Hill, Marc Ostrick",Neil Hammerschlag,United States,2021-01-01,2016,TV-PG,43 min,"Animals & Nature, Documentary",Dr. Neil Hammerschlag and his team are setting off on a quest to learn more the Great Hammerhead.,2021.0,1.0,Netflix
s649,movie,cars toon: el materdor,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,2020-01-01,2008,TV-G,4 min,"Animation, Comedy, Family",Mater is a famous bulldozer fighter in Spain.,2020.0,1.0,Netflix
s1142,movie,pocahontas,"Mike Gabriel, Eric Goldberg","Irene Bedard, Judy Kuhn, Mel Gibson, David Ogden Stiers, John Kassir, Russell Means",United States,2019-11-12,1995,G,85 min,"Action-Adventure, Animation, Family",Free-spirited Pocahontas must find her own path.,2019.0,11.0,Netflix
s20,movie,enchanted,Kevin Lima,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Idina Menzel, Susan Sarandon",United States,2021-11-12,2007,PG,110 min,"Comedy, Family, Fantasy",An animated princess winds up in the real world of modern-day Manhattan.,2021.0,11.0,Netflix
s661,movie,drain the ocean: wwii,Mike Slee,Russell Boulter,United States,2020-01-01,2016,TV-PG,44 min,"Documentary, Historical",New undersea surveys and 3-D imaging reveal secrets of World War II shipwrecks.,2020.0,1.0,Netflix
s366,movie,home alone 2: lost in new york,Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Devin Ratray, Catherine O'Hara",United States,2020-11-13,1992,PG,121 min,"Comedy, Family",Kevin is home alone in NYC but won't be for long since the Wet Bandits are also in the Big Apple.,2020.0,11.0,Netflix
s482,movie,hamilton,Thomas Kail,"Daveed Diggs, Renée Goldsberry, Jonathan Groff, Christopher Jackson, Jasmine Jones, Lin-Manuel Miranda",United States,2020-07-03,2020,PG-13,160 min,"Biographical, Historical, Musical",The filmed version of Broadway original “Hamilton” that soars in music and tale.,2020.0,7.0,Netflix
s499,movie,the jungle book,Jon Favreau,"Bill Murray, Ben Kingsley, Idris Elba, Lupita Nyong'o, Scarlett Johansson, Giancarlo Esposito","United Kingdom, United States",2020-06-19,2016,PG,108 min,"Action-Adventure, Coming of Age, Family",A man-cub who’s been raised by a family of wolves eludes a dangerous tiger.,2020.0,6.0,Netflix
s538,movie,george of the jungle,Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Church, Richard Roundtree, Greg Cruttwell, Abraham Benrubi",United States,2020-05-01,1997,PG,93 min,"Action-Adventure, Comedy, Family","A baby raised by gorillas grows up to be a lovable, vine-swinging klutz.",2020.0,5.0,Netflix
s1198,movie,smart house,LeVar Burton,"Ryan Merriman, Kevin Kilner, Jessica Steen, Katie Volding, Katey Sagal, Emilio Borelli",United States,2019-11-12,1999,TV-G,82 min,"Comedy, Coming of Age, Drama",A computerized Smart House becomes an overly possessive virtual mother.,2019.0,11.0,Netflix
s631,movie,lamp life,Valerie LaPointe,"Annie Potts, Jim Hanks, Ally Maki, Emily Davis",United States,2020-01-31,2020,TV-G,11 min,"Animation, Comedy, Family",Lamp Life answers the question of what happened to Bo Peep since we last we saw her in Toy Story 2.,2020.0,1.0,Netflix
s691,movie,glory road,James Gartner,"Josh Lucas, Derek Luke, Jon Voight, Austin Nichols, Evan Jones, Schin Kerr",United States,2019-12-01,2006,PG,119 min,"Biographical, Drama, Sports",The story of the first all African-American college basketball team.,2019.0,12.0,Netflix
s974,movie,james and the giant peach,Henry Selick,"Miriam Margolyes, Joanna Lumley, Pete Postlethwaite, Paul Terry, Simon Callow, Richard Dreyfuss","United Kingdom, United States",2019-11-12,1996,PG,81 min,"Action-Adventure, Animation, Family",A young boy escapes his cruel home life when he discovers a giant peach.,2019.0,11.0,Netflix
s1121,movie,pete's dragon,David Lowery,"Bryce Howard, Oakes Fegley, Wes Bentley, Karl Urban, Oona Laurence, Isiah Whitlock Jr.",United States,2019-11-12,2016,PG,106 min,"Action-Adventure, Family, Fantasy",A mysterious boy claims to live in the woods with a giant green dragon.,2019.0,11.0,Netflix
s1160,movie,remember the titans,Boaz Yakin,"Denzel Washington, Will Patton, Donald Faison, Wood Harris, Ryan Hurst, Ethan Suplee",United States,2019-11-12,2000,PG,114 min,"Drama, Historical, Sports",An African-American coach leads a newly integrated high school football team in 1970s Virginia.,2019.0,11.0,Netflix
s369,movie,petra: secrets of the ancient builders,"Thierry Fessard, Yohann Thiriet",Bert Morris,United Arab Emirates,2020-11-13,2019,TV-G,45 min,"Documentary, Historical","Discover the technical prowess behind Petra, a wonder in the middle of the desert.",2020.0,11.0,Netflix
s577,movie,elephant,Mark Linfield,"Meghan,  The Duchess of Sussex",United States,2020-04-03,2020,G,89 min,"Animals & Nature, Documentary, Family",African elephant Shani and her spirited son Jomo make the epic journey of their ancestors.,2020.0,4.0,Netflix
s643,movie,loop,Erica Milsom,"Madison Bandy, Christiano Delgado, Louis Gonzales, Asher Brodkey, Erica Milsom",United States,2020-01-10,2020,PG,12 min,"Animation, Family","Adrift on a lake, two kids with different ways of communicating attempt to connect.",2020.0,1.0,Netflix
s1048,movie,marvel studios' iron man,Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub","United States, Canada",2019-11-12,2008,PG-13,127 min,"Action-Adventure, Science Fiction, Superhero",Jet-setting industrialist Tony Stark vows to protect the world as Iron Man.,2019.0,11.0,Netflix
s360,movie,planes,Klay Hall,"Dane Cook, Stacy Keach, Brad Garrett, Teri Hatcher, Julia Louis-Dreyfus, Priyanka Chopra",United States,2020-11-20,2013,PG,94 min,"Action-Adventure, Animation, Comedy",A crop duster takes on the world’s fastest in the greatest air race ever.,2020.0,11.0,Netflix
s745,movie,beauty and the beast: the enchanted christmas,Andy Knight,"Paige O'Hara, Robby Benson, Jerry Orbach, David Stiers, Bernadette Peters, Tim Curry","Canada, United States",2019-11-12,1997,G,73 min,"Animation, Family, Fantasy",Former composer Forte threatens to keep Belle and Beast apart forever.,2019.0,11.0,Netflix
s855,movie,disneynature african cats,Keith Scholey,Samuel Jackson,United States,2019-11-12,2011,G,90 min,"Animals & Nature, Documentary, Family",Come face-to-face with the wildly majestic African lions of the savanna.,2019.0,11.0,Netflix
s856,movie,disneynature bears,"Alastair Fothergill, Keith Scholey",John Reilly,United States,2019-11-12,2014,G,78 min,"Animals & Nature, Documentary, Family",A mother bear teaches her two impressionable cubs important life lessons.,2019.0,11.0,Netflix
s1010,movie,lego star wars: the new yoda chronicles – duel of the skywalkers,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent",United States,2019-11-12,2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Luke Skywalker accidently opens a remaining holocron.,2019.0,11.0,Netflix
s1253,movie,the band concert,"Wilfred Jackson, Walt Disney",Clarence Nash,United States,2019-11-12,1935,TV-Y7,10 min,"Animation, Family, Kids",Mickey's concert in the park is disrupted by Donald and a cyclone. See details for advisory.,2019.0,11.0,Netflix
s1288,movie,the hunchback of notre dame ii,Bradley Raymond,"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline",United States,2019-11-12,2002,G,69 min,"Action-Adventure, Animation, Family",It's Quasimodo's turn to look past appearances when seeking true love.,2019.0,11.0,Netflix
s1342,movie,the strongest man in the world,Vincent McEveety,"Kurt Russell, Joe Flynn, Eve Arden, Cesar Romero, Phil Silvers, Dick Van Patten",United States,2019-11-12,1975,G,92 min,"Comedy, Family, Science Fiction",A college science wiz gains super strength in a lab accident. See details for advisory.,2019.0,11.0,Netflix
s1346,movie,the swap,Jay Karas,"Peyton List, Jacob Bertrand, Darrin Rose, Claire Rankin, Callan Potter, Jesse Bostick",United States,2019-11-12,2016,TV-G,91 min,"Comedy, Coming of Age, Fantasy",Classmates Ellie and Jack unexplainably trigger a real-life body swap.,2019.0,11.0,Netflix
s1402,movie,wall-e,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, Macintalk , John Ratzenberger",United States,2019-11-12,2008,G,99 min,"Action-Adventure, Animation, Family",Join robots WALL-E and EVE on a fantastic journey across the universe.,2019.0,11.0,Netflix
s345,movie,anastasia,"Don Bluth, Gary Goldman","Meg Ryan, John Cusack, Kelsey Grammer, Christopher Lloyd, Hank Azaria, Bernadette Peters",United States,2020-12-04,1997,G,95 min,"Animation, Family, Fantasy","A girl heads to Paris to learn if she is the long lost princess, Anastasia.",2020.0,12.0,Netflix
s490,movie,man in space,Ward Kimball,"Walt Disney, Dick Tufeld, Ward Kimball, Willy Ley, Dr. Heinz Haber, Dr. Wernher von Braun",United States,2020-06-26,1955,TV-PG,49 min,"Documentary, Family","From the TV series Disneyland, a look at the history of space travel. See details for advisory.",2020.0,6.0,Netflix
s989,movie,kim possible,"Adam Stein, Zach Lipovsky","Sadie Stanley, Sean Giambrone, Ciara Wilson, Taylor Ortega, Connie Ray, Issac Brown",United States,2019-11-12,2019,TV-G,88 min,"Action-Adventure, Comedy, Coming of Age",Kim Possible and Ron Stoppable take on high school.,2019.0,11.0,Netflix
s1015,movie,leroy & stitch,"Roberts Gannaway, Tony Craig","Daveigh Chase, Chris Sanders, David Stiers, Kevin McDonald, Tia Carrere, Kevin Michael Richardson",United States,2019-11-12,2006,G,76 min,"Action-Adventure, Animation, Comedy","Dr. Hamsterviel forces Jumba to create Leroy, the evil twin of Stitch.",2019.0,11.0,Netflix
s1233,movie,tarzan & jane,Steve Loter,"Michael Weiss, Olivia d'Abo, Rene Auberjonois, Jeff Bennett, Jim Cummings, Grey DeLisle",United States,2019-11-12,2002,TV-PG,78 min,"Action-Adventure, Animation",Tarzan and Jane celebrate their first year in the jungle.,2019.0,11.0,Netflix
s652,movie,cars toon: spinning,Jeremy Lasky,"Keith Ferguson, Paul Dooley, Tony Shalhoub, Lloyd Sherr, Michael Wallis, Guido Quaroni",United States,2020-01-01,2013,TV-G,2 min,"Animation, Family",Guido discovers his talent as a sign spinner.,2020.0,1.0,Netflix
s665,movie,hacksaw,Larry Lansburgh,"Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin, George Barrows, Christine Austin",United States,2020-01-01,1971,TV-PG,89 min,"Animals & Nature, Family, Sports",A wilderness guide sets out to catch a legendary wild horse. See details for advisory.,2020.0,1.0,Netflix
s291,movie,myth: a frozen tale,Jeff Gipson,Evan Rachel Wood,United States,2021-02-26,2021,TV-G,12 min,"Animation, Family, Fantasy",A family sits down for a bedtime story and is transported to a forest filled with elemental spirits.,2021.0,2.0,Netflix
s782,movie,cars toon: hiccups,Jeremy Lasky,"Keith Ferguson, Larry the Cable Guy , Michael Wallis, Tony Shalhoub, Lloyd Sherr, Bonnie Hunt",United States,2019-11-12,2013,TV-G,3 min,"Animation, Comedy, Family",Lighting McQueen gets the hiccups.,2019.0,11.0,Netflix
s346,movie,godmothered,Sharon Maguire,"June Squibb, Jillian Bell, Jane Curtin, Carlease Burke, Sonia Manzano, Erica Parks",United States,2020-12-04,2020,PG,113 min,"Comedy, Family, Fantasy",An inexperienced fairy godmother-in-training tries to prove that people still need fairy godmothers.,2020.0,12.0,Netflix
s492,movie,marvel studios' avengers: infinity war,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Don Cheadle",United States,2020-06-26,2018,PG-13,152 min,"Action-Adventure, Fantasy, Science Fiction",The Avengers must be willing to sacrifice all to defeat Thanos.,2020.0,6.0,Netflix
s802,movie,cow belles,Francine McDougall,"Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel",United States,2019-11-12,2006,TV-G,91 min,"Comedy, Coming of Age",Two ultra-spoiled sisters are put to work in their father's dairy.,2019.0,11.0,Netflix
s1027,movie,luck of the irish,Paul Hoen,"Paul Kiernan, Timothy Omundson, Ryan Merriman, Glenndon Chatman, Henry Gibson, Marita Geraghty",United States,2019-11-12,2001,TV-G,86 min,"Comedy, Coming of Age, Fantasy","When his lucky charm is stolen, Kyle learns that he is part leprechaun.",2019.0,11.0,Netflix
s1110,movie,oliver & company,George Scribner,"Joey Lawrence, Billy Joel, Cheech Marin, Richard Mulligan, Roscoe Browne, Sheryl Ralph",United States,2019-11-12,1988,G,76 min,"Action-Adventure, Animation, Musical",A feisty young cat explores New York in this animated spin on Oliver Twist.,2019.0,11.0,Netflix
s1357,movie,the wise little hen,Wilfred Jackson,"Clarence Nash, Florence Gill",United States,2019-11-12,1934,TV-G,8 min,"Animation, Family, Kids",Donald Duck learns that you must work for a harvest. See details for advisory.,2019.0,11.0,Netflix
s563,movie,a celebration of the music from coco,Ron de Moraes,"Benjamin Bratt, Eva Longoria, Carlos Rivera, Natalia Jiménez, Alanna Ubach, Jaime Camil",United States,2020-04-10,2020,TV-PG,48 min,"Concert Film, Music, Musical",“Coco” is brought to life on stage with musical performances at the historic Hollywood Bowl.,2020.0,4.0,Netflix
